respondent_id,h1n1_vaccine,seasonal_vaccine
34116,0.48,0.65
34117,0.65,0.51
34118,0.12,0.19
34119,0.16,0.13
34120,0.05,0.04
34121,0.07,0.43
34122,0.69,0.83
34123,0.18,0.16
34124,0.54,0.81
34125,0.03,0.13
34126,0.14,0.42
34127,0.18,0.70
34128,0.30,0.40
34129,0.14,0.52
34130,0.50,0.89
34131,0.15,0.98
34132,0.09,0.15
34133,0.13,0.51
34134,0.52,0.79
34135,0.53,0.81
34136,0.19,0.29
34137,0.22,0.41
34138,0.60,0.56
34139,0.15,0.78
34140,0.26,0.45
34141,0.42,0.69
34142,0.25,0.51
34143,0.17,0.60
34144,0.65,0.82
34145,0.56,0.53
34146,0.76,0.84
34147,0.05,0.07
34148,0.29,0.82
34149,0.12,0.70
34150,0.17,0.86
34151,0.12,0.42
34152,0.68,0.93
34153,0.21,0.72
34154,0.41,0.38
34155,0.05,0.12
34156,0.09,0.24
34157,0.38,0.28
34158,0.23,0.73
34159,0.47,0.75
34160,0.15,0.24
34161,0.26,0.59
34162,0.13,0.33
34163,0.12,0.53
34164,0.06,0.12
34165,0.40,0.86
34166,0.32,0.76
34167,0.33,0.64
34168,0.38,0.27
34169,0.19,0.21
34170,0.59,0.75
34171,0.10,0.19
34172,0.10,0.26
34173,0.12,0.17
34174,0.23,0.15
34175,0.23,0.36
34176,0.30,0.24
34177,0.12,0.43
34178,0.06,0.11
34179,0.24,0.51
34180,0.13,0.07
34181,0.60,0.78
34182,0.27,0.39
34183,0.01,0.04
34184,0.36,0.62
34185,0.16,0.23
34186,0.09,0.17
34187,0.19,0.76
34188,0.22,0.36
34189,0.29,0.91
34190,0.32,0.33
34191,0.35,0.49
34192,0.56,0.85
34193,0.19,0.68
34194,0.11,0.18
34195,0.73,0.88
34196,0.04,0.08
34197,0.68,0.72
34198,0.26,0.49
34199,0.19,0.86
34200,0.51,0.73
34201,0.17,0.83
34202,0.10,0.77
34203,0.11,0.46
34204,0.43,0.88
34205,0.93,0.90
34206,0.30,0.42
34207,0.19,0.12
34208,0.14,0.26
34209,0.40,0.56
34210,0.74,0.84
34211,0.39,0.37
34212,0.09,0.33
34213,0.36,0.81
34214,0.63,0.77
34215,0.08,0.13
34216,0.29,0.90
34217,0.39,0.80
34218,0.27,0.73
34219,0.52,0.61
34220,0.30,0.70
34221,0.19,0.92
34222,0.47,0.69
34223,0.18,0.88
34224,0.24,0.66
34225,0.11,0.76
34226,0.03,0.12
34227,0.10,0.26
34228,0.06,0.16
34229,0.22,0.58
34230,0.13,0.34
34231,0.27,0.46
34232,0.17,0.96
34233,0.17,0.17
34234,0.82,0.84
34235,0.43,0.50
34236,0.12,0.18
34237,0.32,0.29
34238,0.13,0.37
34239,0.15,0.44
34240,0.09,0.08
34241,0.34,0.59
34242,0.22,0.33
34243,0.09,0.14
34244,0.40,0.88
34245,0.71,0.75
34246,0.21,0.74
34247,0.17,0.20
34248,0.28,0.91
34249,0.05,0.21
34250,0.48,0.67
34251,0.30,0.11
34252,0.71,0.80
34253,0.04,0.11
34254,0.38,0.58
34255,0.44,0.42
34256,0.17,0.51
34257,0.17,0.21
34258,0.06,0.21
34259,0.06,0.07
34260,0.20,0.17
34261,0.12,0.06
34262,0.72,0.80
34263,0.23,0.19
34264,0.15,0.15
34265,0.11,0.09
34266,0.52,0.70
34267,0.68,0.73
34268,0.08,0.15
34269,0.05,0.10
34270,0.22,0.59
34271,0.12,0.46
34272,0.11,0.09
34273,0.24,0.58
34274,0.29,0.37
34275,0.84,0.81
34276,0.54,0.61
34277,0.48,0.87
34278,0.36,0.33
34279,0.09,0.14
34280,0.07,0.14
34281,0.32,0.36
34282,0.36,0.67
34283,0.53,0.75
34284,0.28,0.58
34285,0.04,0.12
34286,0.31,0.49
34287,0.26,0.34
34288,0.65,0.78
34289,0.11,0.29
34290,0.58,0.87
34291,0.10,0.68
34292,0.13,0.32
34293,0.38,0.39
34294,0.10,0.21
34295,0.22,0.31
34296,0.11,0.36
34297,0.79,0.89
34298,0.08,0.52
34299,0.09,0.09
34300,0.33,0.18
34301,0.38,0.52
34302,0.19,0.50
34303,0.13,0.43
34304,0.04,0.06
34305,0.07,0.10
34306,0.50,0.58
34307,0.32,0.19
34308,0.04,0.19
34309,0.07,0.07
34310,0.10,0.10
34311,0.05,0.40
34312,0.08,0.20
34313,0.58,0.66
34314,0.21,0.25
34315,0.16,0.27
34316,0.77,0.93
34317,0.06,0.89
34318,0.38,0.89
34319,0.20,0.23
34320,0.09,0.73
34321,0.25,0.31
34322,0.27,0.46
34323,0.13,0.14
34324,0.50,0.61
34325,0.14,0.31
34326,0.16,0.31
34327,0.60,0.88
34328,0.21,0.26
34329,0.30,0.73
34330,0.60,0.85
34331,0.41,0.27
34332,0.38,0.33
34333,0.19,0.27
34334,0.50,0.49
34335,0.10,0.14
34336,0.10,0.25
34337,0.36,0.42
34338,0.72,0.87
34339,0.09,0.20
34340,0.19,0.64
34341,0.17,0.43
34342,0.32,0.54
34343,0.11,0.11
34344,0.62,0.81
34345,0.09,0.13
34346,0.12,0.10
34347,0.33,0.43
34348,0.08,0.86
34349,0.38,0.84
34350,0.13,0.14
34351,0.12,0.22
34352,0.19,0.45
34353,0.12,0.15
34354,0.25,0.37
34355,0.36,0.61
34356,0.70,0.54
34357,0.35,0.83
34358,0.14,0.63
34359,0.09,0.05
34360,0.06,0.73
34361,0.19,0.51
34362,0.08,0.11
34363,0.56,0.76
34364,0.44,0.68
34365,0.53,0.71
34366,0.20,0.81
34367,0.20,0.15
34368,0.13,0.17
34369,0.13,0.63
34370,0.13,0.19
34371,0.51,0.52
34372,0.07,0.18
34373,0.23,0.41
34374,0.17,0.78
34375,0.22,0.37
34376,0.36,0.57
34377,0.58,0.80
34378,0.08,0.72
34379,0.24,0.61
34380,0.11,0.42
34381,0.13,0.74
34382,0.42,0.77
34383,0.06,0.37
34384,0.30,0.76
34385,0.10,0.87
34386,0.37,0.81
34387,0.07,0.16
34388,0.56,0.52
34389,0.41,0.62
34390,0.63,0.93
34391,0.09,0.33
34392,0.15,0.11
34393,0.28,0.48
34394,0.02,0.02
34395,0.22,0.18
34396,0.24,0.35
34397,0.16,0.16
34398,0.46,0.53
34399,0.13,0.26
34400,0.80,0.83
34401,0.22,0.31
34402,0.08,0.26
34403,0.14,0.42
34404,0.15,0.79
34405,0.09,0.25
34406,0.71,0.84
34407,0.37,0.62
34408,0.07,0.34
34409,0.09,0.51
34410,0.22,0.81
34411,0.10,0.14
34412,0.30,0.50
34413,0.07,0.11
34414,0.95,0.90
34415,0.18,0.25
34416,0.29,0.20
34417,0.26,0.81
34418,0.37,0.48
34419,0.07,0.41
34420,0.06,0.17
34421,0.28,0.69
34422,0.06,0.13
34423,0.25,0.31
34424,0.13,0.88
34425,0.05,0.10
34426,0.12,0.05
34427,0.79,0.84
34428,0.23,0.38
34429,0.10,0.35
34430,0.54,0.57
34431,0.03,0.65
34432,0.15,0.14
34433,0.59,0.78
34434,0.62,0.83
34435,0.47,0.73
34436,0.26,0.79
34437,0.08,0.05
34438,0.32,0.48
34439,0.06,0.16
34440,0.10,0.37
34441,0.09,0.17
34442,0.15,0.50
34443,0.13,0.28
34444,0.17,0.24
34445,0.04,0.07
34446,0.03,0.05
34447,0.16,0.52
34448,0.16,0.16
34449,0.15,0.30
34450,0.41,0.65
34451,0.25,0.27
34452,0.65,0.69
34453,0.26,0.72
34454,0.23,0.49
34455,0.34,0.24
34456,0.13,0.64
34457,0.58,0.73
34458,0.12,0.54
34459,0.15,0.31
34460,0.54,0.38
34461,0.37,0.23
34462,0.08,0.13
34463,0.37,0.73
34464,0.04,0.14
34465,0.07,0.15
34466,0.02,0.05
34467,0.68,0.82
34468,0.83,0.86
34469,0.34,0.36
34470,0.90,0.91
34471,0.06,0.10
34472,0.95,0.91
34473,0.07,0.22
34474,0.05,0.47
34475,0.07,0.14
34476,0.46,0.86
34477,0.26,0.33
34478,0.22,0.57
34479,0.07,0.05
34480,0.09,0.14
34481,0.47,0.76
34482,0.42,0.69
34483,0.45,0.60
34484,0.08,0.10
34485,0.62,0.77
34486,0.17,0.36
34487,0.14,0.10
34488,0.16,0.69
34489,0.06,0.13
34490,0.61,0.80
34491,0.15,0.60
34492,0.14,0.24
34493,0.48,0.78
34494,0.33,0.53
34495,0.14,0.54
34496,0.27,0.36
34497,0.66,0.79
34498,0.07,0.19
34499,0.20,0.50
34500,0.14,0.56
34501,0.62,0.76
34502,0.08,0.08
34503,0.07,0.37
34504,0.17,0.25
34505,0.03,0.08
34506,0.07,0.16
34507,0.03,0.06
34508,0.18,0.76
34509,0.40,0.53
34510,0.24,0.56
34511,0.18,0.25
34512,0.17,0.55
34513,0.51,0.81
34514,0.07,0.71
34515,0.08,0.19
34516,0.23,0.56
34517,0.23,0.48
34518,0.09,0.37
34519,0.25,0.30
34520,0.28,0.55
34521,0.76,0.84
34522,0.50,0.76
34523,0.13,0.17
34524,0.56,0.82
34525,0.19,0.07
34526,0.52,0.23
34527,0.10,0.18
34528,0.30,0.22
34529,0.37,0.62
34530,0.19,0.42
34531,0.11,0.26
34532,0.12,0.18
34533,0.29,0.83
34534,0.21,0.25
34535,0.09,0.37
34536,0.16,0.63
34537,0.10,0.19
34538,0.55,0.64
34539,0.10,0.41
34540,0.09,0.68
34541,0.23,0.78
34542,0.44,0.41
34543,0.08,0.26
34544,0.14,0.14
34545,0.48,0.79
34546,0.26,0.40
34547,0.38,0.76
34548,0.12,0.34
34549,0.13,0.16
34550,0.09,0.37
34551,0.63,0.72
34552,0.06,0.09
34553,0.60,0.78
34554,0.17,0.15
34555,0.10,0.23
34556,0.20,0.64
34557,0.44,0.81
34558,0.25,0.72
34559,0.02,0.03
34560,0.16,0.31
34561,0.09,0.16
34562,0.03,0.12
34563,0.12,0.44
34564,0.20,0.81
34565,0.59,0.54
34566,0.11,0.85
34567,0.17,0.21
34568,0.26,0.17
34569,0.16,0.71
34570,0.72,0.71
34571,0.74,0.90
34572,0.31,0.47
34573,0.04,0.08
34574,0.07,0.19
34575,0.25,0.52
34576,0.55,0.25
34577,0.23,0.88
34578,0.38,0.74
34579,0.26,0.34
34580,0.12,0.21
34581,0.01,0.03
34582,0.14,0.20
34583,0.19,0.81
34584,0.26,0.54
34585,0.08,0.18
34586,0.03,0.06
34587,0.66,0.70
34588,0.32,0.60
34589,0.73,0.87
34590,0.83,0.83
34591,0.08,0.18
34592,0.17,0.83
34593,0.44,0.43
34594,0.28,0.32
34595,0.48,0.40
34596,0.72,0.74
34597,0.35,0.35
34598,0.15,0.28
34599,0.67,0.79
34600,0.28,0.78
34601,0.23,0.40
34602,0.17,0.25
34603,0.11,0.16
34604,0.22,0.43
34605,0.44,0.54
34606,0.15,0.20
34607,0.36,0.79
34608,0.60,0.77
34609,0.20,0.43
34610,0.07,0.12
34611,0.07,0.19
34612,0.14,0.07
34613,0.15,0.22
34614,0.55,0.77
34615,0.03,0.08
34616,0.37,0.58
34617,0.02,0.02
34618,0.46,0.68
34619,0.10,0.19
34620,0.35,0.40
34621,0.28,0.83
34622,0.15,0.26
34623,0.81,0.81
34624,0.34,0.51
34625,0.46,0.66
34626,0.73,0.77
34627,0.18,0.31
34628,0.33,0.70
34629,0.06,0.09
34630,0.13,0.33
34631,0.23,0.81
34632,0.05,0.07
34633,0.27,0.34
34634,0.35,0.41
34635,0.08,0.10
34636,0.61,0.74
34637,0.08,0.16
34638,0.61,0.79
34639,0.10,0.43
34640,0.08,0.52
34641,0.24,0.16
34642,0.15,0.63
34643,0.77,0.84
34644,0.26,0.39
34645,0.09,0.12
34646,0.42,0.31
34647,0.78,0.64
34648,0.22,0.24
34649,0.07,0.12
34650,0.73,0.65
34651,0.53,0.54
34652,0.18,0.29
34653,0.62,0.90
34654,0.38,0.83
34655,0.15,0.21
34656,0.12,0.18
34657,0.33,0.76
34658,0.19,0.36
34659,0.28,0.31
34660,0.36,0.72
34661,0.16,0.22
34662,0.31,0.58
34663,0.36,0.64
34664,0.40,0.73
34665,0.13,0.29
34666,0.06,0.15
34667,0.08,0.11
34668,0.08,0.81
34669,0.11,0.51
34670,0.64,0.82
34671,0.31,0.82
34672,0.19,0.59
34673,0.55,0.60
34674,0.04,0.12
34675,0.67,0.87
34676,0.71,0.82
34677,0.43,0.24
34678,0.17,0.89
34679,0.53,0.72
34680,0.34,0.85
34681,0.07,0.07
34682,0.60,0.57
34683,0.60,0.83
34684,0.33,0.33
34685,0.18,0.46
34686,0.11,0.41
34687,0.47,0.68
34688,0.04,0.46
34689,0.61,0.57
34690,0.75,0.68
34691,0.09,0.53
34692,0.69,0.84
34693,0.18,0.12
34694,0.45,0.56
34695,0.06,0.23
34696,0.22,0.74
34697,0.12,0.13
34698,0.40,0.47
34699,0.05,0.26
34700,0.16,0.41
34701,0.12,0.17
34702,0.08,0.15
34703,0.05,0.03
34704,0.13,0.70
34705,0.44,0.96
34706,0.34,0.64
34707,0.08,0.05
34708,0.13,0.38
34709,0.07,0.14
34710,0.08,0.06
34711,0.75,0.84
34712,0.41,0.72
34713,0.08,0.24
34714,0.16,0.20
34715,0.08,0.33
34716,0.68,0.74
34717,0.08,0.52
34718,0.24,0.30
34719,0.19,0.55
34720,0.72,0.67
34721,0.05,0.11
34722,0.08,0.12
34723,0.11,0.17
34724,0.66,0.72
34725,0.58,0.86
34726,0.08,0.19
34727,0.12,0.79
34728,0.13,0.77
34729,0.84,0.82
34730,0.06,0.07
34731,0.08,0.17
34732,0.25,0.24
34733,0.34,0.71
34734,0.35,0.67
34735,0.31,0.85
34736,0.10,0.90
34737,0.14,0.46
34738,0.08,0.07
34739,0.03,0.06
34740,0.14,0.43
34741,0.05,0.16
34742,0.20,0.67
34743,0.09,0.22
34744,0.09,0.18
34745,0.10,0.31
34746,0.09,0.31
34747,0.26,0.31
34748,0.65,0.80
34749,0.17,0.17
34750,0.16,0.64
34751,0.69,0.64
34752,0.67,0.89
34753,0.62,0.81
34754,0.13,0.36
34755,0.69,0.90
34756,0.44,0.54
34757,0.15,0.47
34758,0.20,0.68
34759,0.44,0.50
34760,0.62,0.50
34761,0.01,0.02
34762,0.38,0.80
34763,0.70,0.75
34764,0.11,0.14
34765,0.34,0.39
34766,0.43,0.84
34767,0.64,0.58
34768,0.61,0.86
34769,0.27,0.56
34770,0.11,0.43
34771,0.25,0.86
34772,0.35,0.44
34773,0.64,0.84
34774,0.63,0.80
34775,0.16,0.25
34776,0.13,0.15
34777,0.05,0.10
34778,0.44,0.75
34779,0.13,0.37
34780,0.34,0.22
34781,0.44,0.91
34782,0.12,0.08
34783,0.13,0.42
34784,0.13,0.07
34785,0.15,0.40
34786,0.71,0.80
34787,0.25,0.52
34788,0.64,0.81
34789,0.07,0.70
34790,0.61,0.60
34791,0.05,0.14
34792,0.06,0.15
34793,0.59,0.60
34794,0.04,0.32
34795,0.48,0.54
34796,0.15,0.78
34797,0.11,0.31
34798,0.46,0.85
34799,0.29,0.44
34800,0.10,0.52
34801,0.19,0.30
34802,0.27,0.19
34803,0.52,0.81
34804,0.62,0.75
34805,0.21,0.26
34806,0.28,0.71
34807,0.44,0.73
34808,0.49,0.45
34809,0.22,0.21
34810,0.52,0.54
34811,0.09,0.74
34812,0.14,0.30
34813,0.06,0.17
34814,0.10,0.15
34815,0.89,0.57
34816,0.12,0.37
34817,0.07,0.12
34818,0.16,0.56
34819,0.06,0.13
34820,0.16,0.18
34821,0.04,0.07
34822,0.27,0.28
34823,0.22,0.23
34824,0.09,0.15
34825,0.03,0.11
34826,0.03,0.07
34827,0.42,0.75
34828,0.17,0.30
34829,0.62,0.81
34830,0.52,0.63
34831,0.28,0.55
34832,0.38,0.56
34833,0.07,0.17
34834,0.06,0.28
34835,0.14,0.60
34836,0.12,0.66
34837,0.32,0.51
34838,0.06,0.12
34839,0.29,0.46
34840,0.27,0.62
34841,0.10,0.12
34842,0.03,0.09
34843,0.22,0.25
34844,0.49,0.84
34845,0.05,0.14
34846,0.18,0.49
34847,0.53,0.85
34848,0.08,0.14
34849,0.48,0.86
34850,0.42,0.26
34851,0.15,0.52
34852,0.25,0.44
34853,0.18,0.15
34854,0.22,0.53
34855,0.25,0.55
34856,0.51,0.75
34857,0.02,0.04
34858,0.15,0.28
34859,0.31,0.50
34860,0.76,0.73
34861,0.08,0.46
34862,0.18,0.17
34863,0.06,0.08
34864,0.90,0.88
34865,0.74,0.90
34866,0.80,0.89
34867,0.14,0.12
34868,0.63,0.68
34869,0.27,0.69
34870,0.07,0.23
34871,0.06,0.15
34872,0.77,0.83
34873,0.17,0.30
34874,0.39,0.49
34875,0.47,0.52
34876,0.37,0.63
34877,0.31,0.72
34878,0.20,0.80
34879,0.06,0.24
34880,0.11,0.19
34881,0.57,0.85
34882,0.19,0.27
34883,0.15,0.30
34884,0.12,0.22
34885,0.70,0.85
34886,0.54,0.82
34887,0.22,0.18
34888,0.46,0.87
34889,0.23,0.18
34890,0.13,0.12
34891,0.04,0.11
34892,0.84,0.90
34893,0.22,0.38
34894,0.20,0.30
34895,0.94,0.85
34896,0.07,0.54
34897,0.69,0.78
34898,0.29,0.78
34899,0.55,0.85
34900,0.21,0.46
34901,0.07,0.16
34902,0.08,0.31
34903,0.26,0.15
34904,0.07,0.13
34905,0.13,0.18
34906,0.19,0.85
34907,0.05,0.10
34908,0.09,0.17
34909,0.25,0.13
34910,0.59,0.63
34911,0.63,0.48
34912,0.11,0.26
34913,0.27,0.27
34914,0.18,0.68
34915,0.11,0.16
34916,0.22,0.70
34917,0.37,0.80
34918,0.28,0.52
34919,0.46,0.54
34920,0.76,0.88
34921,0.40,0.68
34922,0.09,0.32
34923,0.09,0.54
34924,0.36,0.52
34925,0.10,0.17
34926,0.21,0.50
34927,0.47,0.87
34928,0.13,0.50
34929,0.37,0.59
34930,0.31,0.89
34931,0.19,0.56
34932,0.11,0.64
34933,0.35,0.39
34934,0.06,0.13
34935,0.21,0.69
34936,0.28,0.60
34937,0.09,0.12
34938,0.35,0.84
34939,0.13,0.24
34940,0.54,0.80
34941,0.04,0.09
34942,0.45,0.61
34943,0.13,0.34
34944,0.13,0.15
34945,0.26,0.48
34946,0.45,0.36
34947,0.10,0.18
34948,0.19,0.22
34949,0.18,0.25
34950,0.07,0.29
34951,0.27,0.36
34952,0.16,0.86
34953,0.49,0.63
34954,0.72,0.94
34955,0.12,0.25
34956,0.72,0.88
34957,0.62,0.63
34958,0.14,0.59
34959,0.27,0.36
34960,0.13,0.71
34961,0.38,0.76
34962,0.59,0.80
34963,0.10,0.81
34964,0.09,0.04
34965,0.16,0.18
34966,0.11,0.36
34967,0.19,0.22
34968,0.28,0.39
34969,0.20,0.32
34970,0.21,0.46
34971,0.21,0.46
34972,0.10,0.51
34973,0.30,0.24
34974,0.50,0.62
34975,0.16,0.14
34976,0.06,0.29
34977,0.22,0.20
34978,0.18,0.46
34979,0.10,0.11
34980,0.89,0.82
34981,0.23,0.78
34982,0.70,0.78
34983,0.15,0.29
34984,0.47,0.68
34985,0.47,0.58
34986,0.56,0.42
34987,0.02,0.07
34988,0.31,0.42
34989,0.12,0.30
34990,0.15,0.64
34991,0.66,0.55
34992,0.28,0.88
34993,0.90,0.92
34994,0.25,0.82
34995,0.20,0.83
34996,0.72,0.85
34997,0.41,0.33
34998,0.45,0.47
34999,0.25,0.54
35000,0.19,0.39
35001,0.05,0.23
35002,0.10,0.70
35003,0.28,0.46
35004,0.07,0.11
35005,0.11,0.42
35006,0.25,0.43
35007,0.09,0.13
35008,0.12,0.36
35009,0.11,0.77
35010,0.51,0.30
35011,0.31,0.54
35012,0.88,0.66
35013,0.14,0.35
35014,0.05,0.16
35015,0.30,0.44
35016,0.13,0.41
35017,0.63,0.75
35018,0.10,0.09
35019,0.24,0.70
35020,0.58,0.84
35021,0.02,0.16
35022,0.21,0.28
35023,0.29,0.15
35024,0.28,0.34
35025,0.05,0.09
35026,0.15,0.17
35027,0.18,0.27
35028,0.86,0.87
35029,0.44,0.81
35030,0.73,0.59
35031,0.12,0.32
35032,0.19,0.48
35033,0.46,0.75
35034,0.14,0.36
35035,0.86,0.93
35036,0.24,0.23
35037,0.21,0.53
35038,0.30,0.14
35039,0.52,0.69
35040,0.19,0.20
35041,0.19,0.36
35042,0.07,0.15
35043,0.20,0.51
35044,0.12,0.35
35045,0.11,0.06
35046,0.53,0.62
35047,0.54,0.65
35048,0.15,0.49
35049,0.24,0.53
35050,0.04,0.06
35051,0.23,0.34
35052,0.04,0.17
35053,0.15,0.81
35054,0.06,0.07
35055,0.28,0.55
35056,0.16,0.20
35057,0.08,0.07
35058,0.36,0.43
35059,0.18,0.22
35060,0.14,0.25
35061,0.14,0.23
35062,0.65,0.85
35063,0.07,0.15
35064,0.16,0.19
35065,0.46,0.70
35066,0.18,0.39
35067,0.05,0.11
35068,0.21,0.51
35069,0.25,0.25
35070,0.59,0.71
35071,0.28,0.49
35072,0.52,0.63
35073,0.31,0.25
35074,0.42,0.33
35075,0.09,0.13
35076,0.40,0.30
35077,0.03,0.13
35078,0.32,0.56
35079,0.85,0.86
35080,0.27,0.45
35081,0.25,0.45
35082,0.08,0.07
35083,0.22,0.20
35084,0.64,0.93
35085,0.16,0.80
35086,0.08,0.21
35087,0.06,0.71
35088,0.43,0.81
35089,0.30,0.23
35090,0.64,0.82
35091,0.09,0.22
35092,0.25,0.62
35093,0.07,0.13
35094,0.23,0.59
35095,0.62,0.58
35096,0.08,0.92
35097,0.75,0.93
35098,0.38,0.61
35099,0.08,0.13
35100,0.48,0.76
35101,0.24,0.50
35102,0.07,0.05
35103,0.07,0.14
35104,0.17,0.88
35105,0.09,0.47
35106,0.09,0.42
35107,0.18,0.53
35108,0.11,0.57
35109,0.40,0.17
35110,0.27,0.35
35111,0.73,0.86
35112,0.24,0.61
35113,0.20,0.31
35114,0.74,0.83
35115,0.19,0.76
35116,0.07,0.09
35117,0.10,0.20
35118,0.34,0.81
35119,0.05,0.27
35120,0.08,0.31
35121,0.51,0.87
35122,0.04,0.07
35123,0.44,0.45
35124,0.72,0.81
35125,0.44,0.71
35126,0.15,0.28
35127,0.11,0.35
35128,0.32,0.85
35129,0.24,0.60
35130,0.18,0.13
35131,0.08,0.34
35132,0.58,0.86
35133,0.16,0.13
35134,0.31,0.51
35135,0.41,0.26
35136,0.57,0.78
35137,0.70,0.68
35138,0.09,0.13
35139,0.29,0.55
35140,0.14,0.62
35141,0.23,0.81
35142,0.07,0.20
35143,0.05,0.10
35144,0.14,0.25
35145,0.16,0.74
35146,0.17,0.54
35147,0.10,0.14
35148,0.11,0.24
35149,0.11,0.63
35150,0.36,0.35
35151,0.18,0.85
35152,0.08,0.20
35153,0.15,0.38
35154,0.84,0.84
35155,0.07,0.80
35156,0.33,0.21
35157,0.34,0.38
35158,0.43,0.41
35159,0.05,0.10
35160,0.18,0.85
35161,0.04,0.05
35162,0.58,0.81
35163,0.11,0.52
35164,0.26,0.38
35165,0.38,0.54
35166,0.14,0.09
35167,0.11,0.18
35168,0.20,0.20
35169,0.12,0.13
35170,0.17,0.49
35171,0.65,0.67
35172,0.20,0.34
35173,0.37,0.69
35174,0.15,0.24
35175,0.04,0.29
35176,0.22,0.43
35177,0.08,0.08
35178,0.06,0.15
35179,0.40,0.76
35180,0.15,0.87
35181,0.04,0.30
35182,0.12,0.31
35183,0.46,0.67
35184,0.05,0.11
35185,0.18,0.10
35186,0.45,0.93
35187,0.53,0.74
35188,0.55,0.67
35189,0.63,0.62
35190,0.06,0.11
35191,0.12,0.09
35192,0.10,0.48
35193,0.26,0.26
35194,0.06,0.10
35195,0.24,0.21
35196,0.33,0.52
35197,0.37,0.75
35198,0.23,0.43
35199,0.22,0.30
35200,0.19,0.83
35201,0.14,0.06
35202,0.19,0.90
35203,0.09,0.88
35204,0.61,0.77
35205,0.33,0.30
35206,0.58,0.65
35207,0.49,0.67
35208,0.27,0.42
35209,0.33,0.53
35210,0.29,0.72
35211,0.81,0.75
35212,0.46,0.77
35213,0.10,0.37
35214,0.13,0.18
35215,0.05,0.07
35216,0.12,0.74
35217,0.16,0.54
35218,0.58,0.63
35219,0.47,0.74
35220,0.04,0.08
35221,0.14,0.68
35222,0.10,0.20
35223,0.47,0.88
35224,0.04,0.17
35225,0.72,0.84
35226,0.04,0.09
35227,0.27,0.45
35228,0.20,0.32
35229,0.53,0.68
35230,0.09,0.12
35231,0.73,0.63
35232,0.20,0.48
35233,0.27,0.60
35234,0.13,0.13
35235,0.19,0.31
35236,0.12,0.14
35237,0.17,0.09
35238,0.20,0.79
35239,0.11,0.34
35240,0.18,0.87
35241,0.03,0.07
35242,0.04,0.12
35243,0.57,0.76
35244,0.29,0.46
35245,0.39,0.78
35246,0.14,0.22
35247,0.12,0.29
35248,0.56,0.63
35249,0.25,0.65
35250,0.44,0.27
35251,0.05,0.08
35252,0.08,0.15
35253,0.66,0.66
35254,0.27,0.58
35255,0.15,0.34
35256,0.12,0.32
35257,0.34,0.34
35258,0.19,0.19
35259,0.65,0.79
35260,0.80,0.85
35261,0.18,0.22
35262,0.48,0.51
35263,0.11,0.06
35264,0.24,0.57
35265,0.30,0.53
35266,0.83,0.90
35267,0.19,0.73
35268,0.30,0.21
35269,0.05,0.08
35270,0.48,0.36
35271,0.08,0.58
35272,0.85,0.86
35273,0.19,0.21
35274,0.49,0.25
35275,0.15,0.22
35276,0.67,0.70
35277,0.28,0.78
35278,0.09,0.14
35279,0.36,0.61
35280,0.07,0.70
35281,0.04,0.18
35282,0.37,0.31
35283,0.27,0.35
35284,0.53,0.32
35285,0.07,0.28
35286,0.60,0.82
35287,0.30,0.46
35288,0.20,0.74
35289,0.08,0.01
35290,0.27,0.16
35291,0.13,0.65
35292,0.05,0.42
35293,0.03,0.07
35294,0.26,0.61
35295,0.09,0.19
35296,0.10,0.23
35297,0.30,0.40
35298,0.16,0.23
35299,0.19,0.21
35300,0.06,0.75
35301,0.13,0.14
35302,0.13,0.55
35303,0.11,0.30
35304,0.46,0.85
35305,0.03,0.09
35306,0.06,0.08
35307,0.25,0.42
35308,0.20,0.45
35309,0.67,0.42
35310,0.18,0.54
35311,0.19,0.50
35312,0.05,0.12
35313,0.66,0.87
35314,0.15,0.43
35315,0.07,0.18
35316,0.23,0.66
35317,0.10,0.36
35318,0.09,0.11
35319,0.60,0.68
35320,0.11,0.56
35321,0.12,0.13
35322,0.02,0.09
35323,0.21,0.35
35324,0.83,0.95
35325,0.14,0.54
35326,0.80,0.93
35327,0.36,0.73
35328,0.25,0.30
35329,0.24,0.65
35330,0.24,0.33
35331,0.07,0.12
35332,0.30,0.33
35333,0.70,0.72
35334,0.07,0.11
35335,0.04,0.34
35336,0.23,0.25
35337,0.38,0.42
35338,0.58,0.75
35339,0.03,0.09
35340,0.33,0.74
35341,0.07,0.13
35342,0.22,0.25
35343,0.12,0.21
35344,0.22,0.72
35345,0.09,0.25
35346,0.18,0.43
35347,0.19,0.70
35348,0.10,0.29
35349,0.38,0.44
35350,0.35,0.55
35351,0.08,0.60
35352,0.19,0.62
35353,0.11,0.10
35354,0.34,0.72
35355,0.06,0.09
35356,0.13,0.27
35357,0.14,0.66
35358,0.58,0.60
35359,0.52,0.74
35360,0.32,0.57
35361,0.22,0.29
35362,0.45,0.44
35363,0.64,0.77
35364,0.22,0.67
35365,0.19,0.82
35366,0.14,0.19
35367,0.09,0.19
35368,0.10,0.25
35369,0.23,0.66
35370,0.56,0.88
35371,0.40,0.24
35372,0.10,0.07
35373,0.38,0.46
35374,0.04,0.11
35375,0.19,0.56
35376,0.19,0.57
35377,0.56,0.59
35378,0.58,0.54
35379,0.11,0.90
35380,0.54,0.82
35381,0.16,0.50
35382,0.31,0.70
35383,0.09,0.13
35384,0.21,0.20
35385,0.13,0.53
